plant_name_id,ipni_id,taxon,genus,species,family,prediction,predicted_threat,prediction_binomial,accuracy_binomial,category,observed_threat,threat_binomial,confidence,mean_alt,total_flor_regions,mean_eoo,mean_aoo,pa_binomial,protected,II,IV,VI,trop_subtrop_moist_broad,trop_subtrop_grass_sav_shrub,desert_xeric,flooded_grass,montane_grass,hfp_delta_class1,hfp_delta_class2,hfp_delta_class3,hfp_delta_class4,hfp_delta_class5,hfp_2009_class1,hfp_2009_class2,hfp_2009_class3,hfp_2009_class4,hfp_2009_class5,hfp_2009_class6,hfp_2009_class7,hfp_2009_class8,hfp_2009_class9,hfp_2009_class10,hfp_quant_1to3,hfp_quant_1to4,sqrt_eoo,sqrt_aoo,sqrt_desert,new_pred,threatened,.lower,.upper
870-wcs,931885-1,Acalypha marissima,Acalypha,marissima,Euphorbiaceae,correct,T,0,1,EN,T,1,confident,1975,1,87,12,0,absent,absent,absent,absent,0.396465967,0.413677698,0,0,0.189856334,0.021023165,0.090017703,0.308359135,0.441945704,0.138654292,0,0,0.026792336,0.067941471,0.11323542,0.237135682,0.220627283,0.255557647,0.075126516,0.003583645,0.026792336,0.094733807,9.327379053,3.464101615,0,threatened,0.697316344,0.639655533,0.764054469
895433-az,77098516-1,Acanthopale aethiogermanica,Acanthopale,aethiogermanica,Acanthaceae,correct,T,0,1,VU,T,1,confident,2100,5,53938,52,1,present,present,absent,present,0.196230947,0.569181202,0.007169452,0.002039879,0.22537852,0.02832614,0.083353614,0.619837285,0.219043953,0.049439008,0.002288248,0.011491784,0.097016125,0.180945292,0.192556792,0.20131486,0.150545561,0.113517829,0.041070295,0.009253215,0.110796156,0.291741448,232.2455597,7.211102551,0.084672618,threatened,0.721942271,0.638163796,0.791708072
615295-az,44914-1,Acanthus sennii,Acanthus,sennii,Acanthaceae,over,T,2,0,LC,NT,0,confident,2450,10,282400,324,1,present,present,absent,present,0.201332873,0.536599158,0.005745747,0,0.256322221,0.024076921,0.062096082,0.531615853,0.266706466,0.115504679,0.000126494,0.000705613,0.048508906,0.155797473,0.169408126,0.191871487,0.161719705,0.173632096,0.080040902,0.018189197,0.049341013,0.205138486,531.4132102,18,0.075800709,over,0.630689502,0.553463876,0.708175249
621469-az,674084-1,Adenia gedoensis,Adenia,gedoensis,Passifloraceae,correct,T,0,1,CR,T,1,confident,1900,1,4,4,1,present,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,2,2,0,threatened,0.651048192,0.559079208,0.742322625
621572-az,960918-1,Adenia pulchra,Adenia,pulchra,Passifloraceae,correct,T,0,1,CR,T,1,confident,1580,1,12,12,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,3.464101615,3.464101615,0,threatened,0.645948872,0.577720785,0.72747203
3664-wcs,444377-1,Aeollanthus abyssinicus,Aeollanthus,abyssinicus,Lamiaceae,correct,NT,0,1,LC,NT,0,low_confidence,2350,5,158891,56,0,absent,absent,absent,absent,0.344614796,0.282747784,0.007104908,0,0.365532512,0.030123261,0.101698406,0.303584114,0.354101311,0.210492908,0.000145105,0.000213734,0.042100199,0.076436926,0.087394235,0.159821837,0.157710753,0.275693701,0.164387233,0.036096277,0.042459038,0.118895965,398.6113395,7.483314774,0.084290617,not_threatened,0.367814696,0.271386313,0.436228732
624380-az,472935-1,Aeschynomene ruspoliana,Aeschynomene,ruspoliana,Fabaceae,correct,T,0,1,CR,T,1,low_confidence,2000,1,4,4,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,2,2,0.148999813,threatened,0.45550801,0.4008782,0.516233631
606135-az,77090159-1,Afroligusticum mattirolii,Afroligusticum,mattirolii,Apiaceae,over,T,2,0,NT,NT,0,confident,2470,5,65877,68,1,present,present,absent,absent,0.179266024,0.597178056,0,0,0.22355592,0.015397023,0.045543379,0.598697196,0.245503929,0.094858473,0,0,0.04414212,0.192429138,0.194973973,0.177426333,0.146421625,0.138450955,0.084916575,0.021239282,0.04414212,0.236571258,256.6651515,8.246211251,0,over,0.604838113,0.530067161,0.686960551
606136-az,77090160-1,Afroligusticum petitianum,Afroligusticum,petitianum,Apiaceae,correct,NT,0,1,NT,NT,0,low_confidence,2550,8,166147.5,82,1,present,absent,absent,absent,0.289177848,0.382871449,0.009512587,0,0.318438117,0.031460183,0.091035317,0.390046216,0.318482986,0.168975298,0.000197643,0.001102494,0.044607754,0.088158944,0.112889812,0.18720008,0.181141403,0.247404273,0.111915096,0.025382501,0.045907891,0.134066835,407.6119478,9.055385138,0.097532489,not_threatened,0.367959643,0.271820284,0.435073397
974518-az,77142296-1,Afroligusticum piovanii,Afroligusticum,piovanii,Apiaceae,correct,T,0,1,EN,T,1,confident,2450,2,3236,48,1,present,absent,absent,absent,0.282988292,0.092436822,0,0,0.624574886,0.048786403,0.113196178,0.252414997,0.329049648,0.256552774,0,0,5.66E-06,0.004799043,0.023938479,0.134332778,0.169488677,0.342487778,0.251115695,0.073831887,5.66E-06,0.004804706,56.88585061,6.92820323,0,threatened,0.606719199,0.530067161,0.686960551
606144-az,77090170-1,Afrosciadium abyssinicum,Afrosciadium,abyssinicum,Apiaceae,correct,T,0,1,VU,T,1,low_confidence,2550,3,59408,28,1,present,absent,absent,absent,0.253626787,0.398231004,0.010172981,0,0.337969229,0.022485719,0.072447602,0.416602018,0.290145137,0.198319523,0.000237121,0.002011656,0.048893733,0.104028373,0.120908547,0.141734219,0.144828253,0.230305747,0.160962997,0.046089354,0.05114251,0.155170883,243.7375638,5.291502622,0.100861195,threatened,0.435828698,0.36906538,0.52373149
624952-az,272279-1,Afrovivella semiensis,Afrovivella,semiensis,Crassulaceae,under,NT,1,0,EN,T,1,confident,3900,1,236,28,1,present,present,absent,absent,0.208939152,0.38674431,0,0,0.404316538,0.048637836,0.070832958,0.282465695,0.321789201,0.27627431,0,0,0.034972436,0.047454254,0.077413744,0.240801248,0.182840678,0.332216996,0.075856731,0.008443913,0.034972436,0.08242669,15.3622915,5.291502622,0,under,0.280228413,0.201786205,0.372756899
938901-az,720401-1,Alchemilla bachiti,Alchemilla,bachiti,Rosaceae,correct,T,0,1,EN,T,1,confident,3800,2,761,12,1,present,present,absent,absent,0.144862328,0.597093841,0,0,0.258043831,0.022318951,0.039071512,0.550029454,0.268453052,0.120127031,0,0,0.098742079,0.165756702,0.186155982,0.208368667,0.148886073,0.154508297,0.034277955,0.003304244,0.098742079,0.264498781,27.58622845,3.464101615,0,threatened,0.62023796,0.542678786,0.694912446
939519-az,720628-1,Alchemilla haumanii,Alchemilla,haumanii,Rosaceae,over,T,2,0,LC,NT,0,confident,3625,3,21764,120,1,present,present,absent,absent,0.158365453,0.591057299,0.011392505,0,0.239184743,0.015378772,0.057498382,0.598934225,0.26640169,0.061786931,0.000232572,0.000342564,0.106305875,0.168068821,0.195140335,0.195887708,0.154495886,0.125150306,0.048407672,0.005968262,0.10688101,0.274949831,147.5262688,10.95445115,0.106735676,over,0.656560959,0.575911466,0.738170808
297062-wcs,994718-1,Aloe ankoberensis,Aloe,ankoberensis,Asphodelaceae,correct,T,0,1,EN,T,1,confident,3250,1,205,12,1,present,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,14.31782106,3.464101615,0,threatened,0.662916634,0.588126287,0.728034305
467929-wcs,77110963-1,Aloe benishangulana,Aloe,benishangulana,Asphodelaceae,correct,T,0,1,CR,T,1,confident,1495,1,8,8,0,absent,absent,absent,absent,0.396465967,0.413677698,0,0,0.189856334,0.021023165,0.090017703,0.308359135,0.441945704,0.138654292,0,0,0.026792336,0.067941471,0.11323542,0.237135682,0.220627283,0.255557647,0.075126516,0.003583645,0.026792336,0.094733807,2.828427125,2.828427125,0,threatened,0.694537284,0.628467291,0.763872337
297290-wcs,529374-1,Aloe debrana,Aloe,debrana,Asphodelaceae,over,T,2,0,LC,NT,0,confident,2350,4,32150,108,0,absent,absent,absent,absent,0.278161197,0.218413047,0,0,0.503425756,0.038356819,0.083028177,0.253083283,0.344621471,0.280910251,0,4.33E-09,0.027211141,0.043417558,0.057528496,0.160668764,0.15921941,0.32628908,0.182598934,0.043066614,0.027211145,0.070628703,179.3042108,10.39230485,0,over,0.570704949,0.493346982,0.652534856
372146-wcs,77086448-1,Aloe downsiana,Aloe,downsiana,Asphodelaceae,correct,T,0,1,CR,T,1,confident,2175,1,4,4,0,absent,absent,absent,absent,0.118248011,0.838664406,0,0,0.043087583,0.00330245,0.009777301,0.739146975,0.218924185,0.028849089,0,0,0.006552016,0.259265669,0.258162185,0.213796194,0.164093624,0.07593019,0.018611192,0.003588931,0.006552016,0.265817684,2,2,0,threatened,0.666193687,0.577306924,0.729323187
371888-wcs,77093472-1,Aloe elkerriana,Aloe,elkerriana,Asphodelaceae,over,T,2,0,LC,NT,0,confident,1000,1,4,4,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,2,2,0,over,0.666193687,0.577306924,0.729323187
297406-wcs,1016839-1,Aloe friisii,Aloe,friisii,Asphodelaceae,correct,T,0,1,EN,T,1,confident,1100,2,8,8,1,present,absent,present,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,2.828427125,2.828427125,0.174084846,threatened,0.663116076,0.588126287,0.728034305
467915-wcs,77110964-1,Aloe ghibensis,Aloe,ghibensis,Asphodelaceae,correct,T,0,1,CR,T,1,confident,1542.5,1,12,12,0,absent,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,3.464101615,3.464101615,0,threatened,0.694537284,0.628467291,0.763872337
297416-wcs,968316-1,Aloe gilbertii,Aloe,gilbertii,Asphodelaceae,over,T,2,0,LC,NT,0,confident,1550,3,20025,60,1,present,present,absent,present,0.228486672,0.454267977,0.020201833,0,0.297043518,0.029499218,0.093593307,0.469739372,0.268949509,0.138218595,0.000444667,0.002480446,0.048088536,0.094202365,0.126141771,0.168069072,0.166019491,0.215336938,0.135578855,0.043637859,0.05101365,0.145216015,141.509717,7.745966692,0.142133151,over,0.662916634,0.588126287,0.728034305
297457-wcs,529505-1,Aloe harlana,Aloe,harlana,Asphodelaceae,correct,T,0,1,EN,T,1,confident,1800,1,2300,36,1,present,absent,absent,absent,0.118248011,0.838664406,0,0,0.043087583,0.00330245,0.009777301,0.739146975,0.218924185,0.028849089,0,0,0.006552016,0.259265669,0.258162185,0.213796194,0.164093624,0.07593019,0.018611192,0.003588931,0.006552016,0.265817684,47.95831523,6,0,threatened,0.599931058,0.537332011,0.661892952
297529-wcs,994715-1,Aloe kefaensis,Aloe,kefaensis,Asphodelaceae,correct,T,0,1,EN,T,1,confident,1925,3,3001,41,1,present,absent,absent,absent,0.290699965,0.244929644,0,0,0.464370391,0.045346382,0.102947098,0.297095387,0.300755392,0.25385574,0,0,0.030570567,0.06275929,0.067497339,0.159038805,0.14727298,0.307430204,0.179342417,0.046088398,0.030570567,0.093329857,54.7813837,6.403124237,0,threatened,0.645175889,0.576342899,0.713248995
297697-wcs,529677-1,Aloe monticola,Aloe,monticola,Asphodelaceae,correct,T,0,1,EN,T,1,confident,2450,1,2300,16,0,absent,absent,absent,absent,0.367903253,0.250140454,0.007551513,0,0.37440478,0.020405301,0.091290846,0.445863905,0.377000656,0.065439292,0,0,0,0.006024317,0.082226087,0.224372893,0.362922774,0.291823914,0.029396067,0.003233948,0,0.006024317,47.95831523,4,0.08689944,threatened,0.580986926,0.503475034,0.656965808
372145-wcs,77086449-1,Aloe omoana,Aloe,omoana,Asphodelaceae,correct,T,0,1,CR,T,1,confident,1840,1,4,4,0,absent,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,2,2,0,threatened,0.648532128,0.581597036,0.725627927
297761-wcs,529727-1,Aloe otallensis,Aloe,otallensis,Asphodelaceae,correct,NT,0,1,LC,NT,0,low_confidence,1400,2,17700,72,1,present,present,absent,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,133.041347,8.485281374,0.174084846,not_threatened,0.384801944,0.325266656,0.46122847
297869-wcs,529807-1,Aloe pubescens,Aloe,pubescens,Asphodelaceae,over,T,2,0,NT,NT,0,confident,2175,3,27400,14300,1,present,absent,absent,absent,0.171883287,0.600658358,0,0,0.227458355,0.010575945,0.035890019,0.577598608,0.251640827,0.124294601,0,0,0.004471981,0.176969746,0.180865572,0.170940861,0.153666838,0.167246715,0.114693708,0.031144577,0.004471981,0.181441727,165.5294536,119.5826074,0,over,0.580986926,0.503475034,0.656965808
297870-wcs,994719-1,Aloe pulcherrima,Aloe,pulcherrima,Asphodelaceae,correct,T,0,1,VU,T,1,confident,2595,3,9100,20,1,present,absent,absent,absent,0.253760017,0.208604275,0,0,0.537635708,0.048727822,0.096492016,0.264264231,0.326186795,0.264329136,0,0,0.013807558,0.021635676,0.045045945,0.176357434,0.174758906,0.338433751,0.181938429,0.048022301,0.013807558,0.035443234,95.39392014,4.472135955,0,threatened,0.662916634,0.588126287,0.728034305
297949-wcs,529870-1,Aloe schelpei,Aloe,schelpei,Asphodelaceae,correct,T,0,1,EN,T,1,confident,2085,1,581,12,0,absent,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,24.10394159,3.464101615,0,threatened,0.599931058,0.537332011,0.661892952
297981-wcs,529897-1,Aloe sinana,Aloe,sinana,Asphodelaceae,correct,T,0,1,EN,T,1,confident,1675,2,4900,20,0,absent,absent,absent,absent,0.282988292,0.092436822,0,0,0.624574886,0.048786403,0.113196178,0.252414997,0.329049648,0.256552774,0,0,5.66E-06,0.004799043,0.023938479,0.134332778,0.169488677,0.342487778,0.251115695,0.073831887,5.66E-06,0.004804706,70,4.472135955,0,threatened,0.599931058,0.537332011,0.661892952
298057-wcs,994717-1,Aloe tewoldei,Aloe,tewoldei,Asphodelaceae,over,T,2,0,NT,NT,0,confident,1100,2,11500,12,1,present,absent,absent,absent,0.11391052,0.797730815,0,0,0.088358665,0.004417969,0.013394002,0.729312286,0.2251178,0.027757943,0,0,0.053330617,0.251397733,0.255919927,0.204839022,0.151307996,0.065606253,0.0152231,0.002375351,0.053330617,0.30472835,107.2380529,3.464101615,0,over,0.662916634,0.588126287,0.728034305
298083-wcs,529984-1,Aloe trigonantha,Aloe,trigonantha,Asphodelaceae,correct,T,0,1,EN,T,1,confident,2200,2,9837,32,0,absent,absent,absent,absent,0.274107286,0.324210949,0,0,0.401681765,0.029580737,0.057643,0.253645619,0.357724542,0.301406101,0,7.98E-09,0.050067719,0.075862755,0.085749021,0.182794843,0.150591724,0.312679806,0.125034838,0.017219286,0.050067727,0.125930482,99.18165153,5.656854249,0,threatened,0.63246271,0.555089009,0.714581836
298156-wcs,530049-1,Aloe yavellana,Aloe,yavellana,Asphodelaceae,correct,T,0,1,EN,T,1,confident,1775,1,4850,32,1,present,present,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,69.64194139,5.656854249,0.148999813,threatened,0.599931058,0.537332011,0.661892952
391335-wcs,930624-1,Alopecurus baptarrhenius,Alopecurus,baptarrhenius,Poaceae,correct,T,0,1,EN,T,1,low_confidence,3900,3,19150,24,1,present,present,absent,absent,0.187374307,0.455286896,0,0,0.357338797,0.023768931,0.053559152,0.452744839,0.285107589,0.184819489,0,0,0.070716169,0.118811518,0.135336606,0.166387696,0.139432767,0.215144757,0.121782852,0.032387636,0.070716169,0.189527687,138.383525,4.898979486,0,threatened,0.540577432,0.430377828,0.641958157
8162-wcs,84353-1,Amorphophallus gomboczianus,Amorphophallus,gomboczianus,Araceae,correct,T,0,1,VU,T,1,confident,1950,3,28562,44,1,present,absent,absent,absent,0.342834902,0.190587013,0,0,0.466578085,0.031508572,0.095717932,0.277507278,0.324988864,0.270277354,0,5.70E-09,0.041054654,0.084103367,0.072774357,0.112001811,0.121798945,0.291775859,0.22155778,0.054933222,0.041054659,0.125158027,169.0029586,6.633249581,0,threatened,0.602456309,0.528453888,0.676181952
8907-wcs,931880-1,Andrachne ephemera,Andrachne,ephemera,Phyllanthaceae,correct,T,0,1,EN,T,1,confident,1300,2,73649,28,1,present,absent,absent,present,0.1379539,0.781717003,0.007737473,0,0.072591624,0.011733834,0.033086846,0.711085845,0.215038654,0.029054821,0.000180316,0.001529735,0.029068602,0.227956871,0.241130346,0.212732236,0.170162813,0.087289535,0.022021042,0.007928505,0.030778652,0.258735524,271.3834925,5.291502622,0.087962906,threatened,0.689036243,0.625551394,0.758090701
372127-wcs,77091147-1,Anthericum neghellense,Anthericum,neghellense,Asparagaceae,correct,T,0,1,VU,T,1,confident,1375,2,26432,64,0,absent,absent,absent,absent,0.139760524,0.700260071,0.010875155,0,0.14910425,0.016748028,0.047709543,0.685659423,0.222302135,0.027580871,0.000253437,0.002150069,0.104897136,0.204042376,0.231026589,0.199529505,0.154394028,0.07717592,0.018573002,0.007957937,0.107300642,0.311343019,162.5792115,8,0.104284009,threatened,0.555643603,0.481070285,0.638514444
393935-wcs,388992-1,Anthoxanthum aethiopicum,Anthoxanthum,aethiopicum,Poaceae,correct,T,0,1,EN,T,1,confident,3600,4,9320,56,1,present,present,absent,present,0.164746069,0.623771681,0.015591464,0,0.195890786,0.020095299,0.064973642,0.622060654,0.243639113,0.049231292,0.000343201,0.001914444,0.092653216,0.168598367,0.200637826,0.201658229,0.164988349,0.118691734,0.040633981,0.009880652,0.09491086,0.263509228,96.54014709,7.483314774,0.124865784,threatened,0.548582069,0.451551856,0.651097967
650871-az,475249-1,Argyrolobium schimperianum,Argyrolobium,schimperianum,Fabaceae,correct,NT,0,1,NT,NT,0,confident,2800,3,49150,48,1,present,present,absent,absent,0.281609057,0.241345029,0,0,0.477045913,0.028792057,0.069513011,0.236744903,0.346521048,0.318428981,0,5.06E-09,0.03176462,0.048261015,0.057000834,0.138070251,0.137791427,0.332952948,0.204565438,0.049593461,0.031764625,0.08002564,221.6979928,6.92820323,0,not_threatened,0.31422438,0.239445416,0.376508758
15521-wcs,930022-1,Arisaema mooneyanum,Arisaema,mooneyanum,Araceae,correct,T,0,1,VU,T,1,confident,2725,3,33429,32,1,present,present,absent,absent,0.177698282,0.552607928,0.008211108,0,0.261482682,0.01936646,0.058102691,0.568382002,0.248003188,0.106145659,0.000191354,0.001623375,0.079202895,0.154149817,0.176177501,0.165465076,0.144886529,0.148449225,0.097937221,0.031917009,0.081017624,0.23516744,182.8359921,5.656854249,0.090615166,threatened,0.6887151,0.606729139,0.759792412
1108691-az,180085-1,Artemisia schimperi,Artemisia,schimperi,Asteraceae,correct,T,0,1,VU,T,1,low_confidence,3650,4,48702,84,1,present,present,absent,absent,0.195443069,0.412292048,0,0,0.392264884,0.032018741,0.066236713,0.440959735,0.290660487,0.170124325,0,0,0.062585509,0.106815158,0.126753092,0.181257254,0.156430599,0.223345039,0.113682386,0.029130963,0.062585509,0.169400667,220.6852963,9.16515139,0,threatened,0.486663062,0.414615435,0.547563158
501128-wcs,77102745-1,Asclepias minutiflora,Asclepias,minutiflora,Apocynaceae,correct,T,0,1,VU,T,1,confident,1725,2,8540,16,0,absent,absent,absent,absent,0.267723252,0.250563621,0,0.005834434,0.475878693,0.035003346,0.117609077,0.367387696,0.25870049,0.221299391,0.00606694,0.028814524,0.051517243,0.061233189,0.054090099,0.13467603,0.118588667,0.267850549,0.212460288,0.064702471,0.086398707,0.147631896,92.41212042,4,0,threatened,0.701984122,0.644409855,0.773699213
501296-wcs,77102742-1,Asclepias pseudofimbriata,Asclepias,pseudofimbriata,Apocynaceae,correct,T,0,1,EN,T,1,confident,2725,2,569,20,0,absent,absent,absent,absent,0.189979597,0.570002389,0.01837311,0,0.221644904,0.0266192,0.080396957,0.597527005,0.224583247,0.070873591,0.000428171,0.00363245,0.058889365,0.140221336,0.180050321,0.198136281,0.181452811,0.149803401,0.067014466,0.020371397,0.062949987,0.203171323,23.85372088,4.472135955,0.135547446,threatened,0.701984122,0.644409855,0.773699213
664300-az,938932-1,Asystasia ammophila,Asystasia,ammophila,Acanthaceae,correct,T,0,1,VU,T,1,confident,2035,2,26782,44,1,present,present,absent,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,163.65207,6.633249581,0.174084846,threatened,0.702817154,0.64140657,0.770914747
1115440-az,182883-1,Athroisma boranense,Athroisma,boranense,Asteraceae,over,T,2,0,NT,NT,0,confident,1675,1,23519,64,1,present,present,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,153.3590558,8,0.148999813,over,0.655697908,0.596818309,0.718609173
1055085-az,993429-1,Baccharoides filigera,Baccharoides,filigera,Asteraceae,over,T,2,0,LC,NT,0,low_confidence,2392.5,11,199292,116,1,present,present,absent,present,0.281422006,0.362155035,0.007871971,0.001169167,0.347381822,0.035909135,0.100826476,0.402422295,0.305762431,0.155079663,0.001379434,0.006687078,0.047237182,0.085991784,0.108320705,0.196388316,0.182600049,0.242769963,0.105805764,0.022819725,0.055303694,0.141295478,446.4213257,10.77032961,0.088724126,over,0.468489208,0.404214562,0.548056904
1014164-az,77167079-1,Barleria baluganii,Barleria,baluganii,Acanthaceae,over,T,2,0,NT,NT,0,confident,1650,3,39934,80,1,present,absent,absent,absent,0.349048031,0.392245944,0,0.00439372,0.254312305,0.042661576,0.134648941,0.443942395,0.293503376,0.085243712,0.004570213,0.021705918,0.071038071,0.127945027,0.127489412,0.227798243,0.169426025,0.189504476,0.056383742,0.004138874,0.097314202,0.225259229,199.8349319,8.94427191,0,over,0.748127198,0.677987069,0.817762594
1014165-az,77167080-1,Barleria ferox,Barleria,ferox,Acanthaceae,correct,T,0,1,EN,T,1,confident,1500,1,1348,12,1,present,present,absent,present,0.118248011,0.838664406,0,0,0.043087583,0.00330245,0.009777301,0.739146975,0.218924185,0.028849089,0,0,0.006552016,0.259265669,0.258162185,0.213796194,0.164093624,0.07593019,0.018611192,0.003588931,0.006552016,0.265817684,36.7151195,3.464101615,0,threatened,0.748127198,0.677987069,0.817762594
1014171-az,77167050-1,Barleria gidoleensis,Barleria,gidoleensis,Acanthaceae,correct,T,0,1,EN,T,1,confident,1700,2,1927,12,0,absent,absent,absent,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,43.89760814,3.464101615,0.174084846,threatened,0.748127198,0.677987069,0.817762594
670045-az,46055-1,Barleria longissima,Barleria,longissima,Acanthaceae,correct,T,0,1,EN,T,1,low_confidence,1800,1,8,8,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,2.828427125,2.828427125,0.148999813,threatened,0.460704422,0.389972639,0.531571013
1014166-az,77167081-1,Barleria negeleensis,Barleria,negeleensis,Acanthaceae,correct,T,0,1,EN,T,1,confident,1550,2,2117,16,1,present,absent,absent,absent,0.139760524,0.700260071,0.010875155,0,0.14910425,0.016748028,0.047709543,0.685659423,0.222302135,0.027580871,0.000253437,0.002150069,0.104897136,0.204042376,0.231026589,0.199529505,0.154394028,0.07717592,0.018573002,0.007957937,0.107300642,0.311343019,46.01086828,4,0.104284009,threatened,0.748127198,0.677987069,0.817762594
1075898-az,184530-1,Berkheya chiesiana,Berkheya,chiesiana,Asteraceae,over,T,2,0,LC,NT,0,confident,1650,7,81877,56,0,absent,absent,absent,absent,0.232517185,0.546645085,0.004044415,0.001150732,0.215642583,0.021225931,0.067360807,0.533698571,0.266747398,0.110967293,0.001291048,0.006483761,0.040271555,0.163163043,0.169378581,0.188814753,0.157831086,0.167043074,0.085094197,0.020628901,0.048046365,0.211209408,286.1415734,7.483314774,0.063595718,over,0.567249641,0.494680389,0.63691669
1116650-az,903693-1,Bidens ghedoensis,Bidens,ghedoensis,Asteraceae,over,T,2,0,LC,NT,0,confident,1990,6,96283,104,1,present,absent,absent,present,0.279103416,0.428228512,0.011720251,0.001844669,0.279103153,0.03502441,0.110827323,0.458910517,0.279256541,0.115981209,0.002176268,0.010549885,0.057721062,0.108365052,0.126707411,0.193138982,0.167449303,0.204494371,0.102338575,0.027059092,0.070447214,0.178812266,310.2950209,10.19803903,0.108260109,over,0.741344292,0.684678701,0.792313375
1116833-az,935550-1,Bidens mesfinii,Bidens,mesfinii,Asteraceae,correct,T,0,1,CR,T,1,confident,2250,1,4,4,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,2,2,0,threatened,0.741344292,0.684678701,0.792313375
1116925-az,185123-1,Bidens pachyloma,Bidens,pachyloma,Asteraceae,over,T,2,0,LC,NT,0,confident,2750,11,210810,20,1,present,present,absent,absent,0.255029943,0.41571627,0.0070603,0,0.322193487,0.030035148,0.082621477,0.440767151,0.304539656,0.142036568,0.000146687,0.000818252,0.056845367,0.107184226,0.131764653,0.19121654,0.177358065,0.218210567,0.09595497,0.020500672,0.057810306,0.164994532,459.1405014,4.472135955,0.08402559,over,0.730183994,0.673610985,0.789567911
