plant_name_id,ipni_id,taxon,genus,species,family,prediction,predicted_threat,prediction_binomial,accuracy_binomial,category,observed_threat,threat_binomial,confidence,mean_alt,total_flor_regions,mean_eoo,mean_aoo,pa_binomial,protected,II,IV,VI,trop_subtrop_moist_broad,trop_subtrop_grass_sav_shrub,desert_xeric,flooded_grass,montane_grass,hfp_delta_class1,hfp_delta_class2,hfp_delta_class3,hfp_delta_class4,hfp_delta_class5,hfp_2009_class1,hfp_2009_class2,hfp_2009_class3,hfp_2009_class4,hfp_2009_class5,hfp_2009_class6,hfp_2009_class7,hfp_2009_class8,hfp_2009_class9,hfp_2009_class10,hfp_quant_1to3,hfp_quant_1to4,sqrt_eoo,sqrt_aoo,sqrt_desert,new_pred,threatened,.lower,.upper
733584-az,905888-1,Commiphora monoica,Commiphora,monoica,Burseraceae,correct,T,0,1,CR,T,1,confident,1325,1,25.5,20,1,present,absent,absent,present,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,5.049752469,4.472135955,0,threatened,0.660599206,0.5707737,0.73592273
483872-wcs,1008121-1,Convolvulus bidrensis,Convolvulus,bidrensis,Convolvulaceae,correct,T,0,1,CR,T,1,confident,1700,1,4,4,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,2,2,0,threatened,0.664784917,0.589839572,0.73924826
1056602-az,199629-1,Crepis achyrophoroides,Crepis,achyrophoroides,Asteraceae,correct,T,0,1,EN,T,1,low_confidence,2860,2,2131,16,1,present,present,absent,absent,0.274107286,0.324210949,0,0,0.401681765,0.029580737,0.057643,0.253645619,0.357724542,0.301406101,0,7.98E-09,0.050067719,0.075862755,0.085749021,0.182794843,0.150591724,0.312679806,0.125034838,0.017219286,0.050067727,0.125930482,46.16275555,4,0,threatened,0.468013693,0.404214562,0.548056904
1057606-az,200323-1,Crepis tenerrima,Crepis,tenerrima,Asteraceae,correct,T,0,1,VU,T,1,low_confidence,2925,2,6663,24,1,present,present,absent,absent,0.274107286,0.324210949,0,0,0.401681765,0.029580737,0.057643,0.253645619,0.357724542,0.301406101,0,7.98E-09,0.050067719,0.075862755,0.085749021,0.182794843,0.150591724,0.312679806,0.125034838,0.017219286,0.050067727,0.125930482,81.62720135,4.898979486,0,threatened,0.468013693,0.404214562,0.548056904
1057724-az,200375-1,Crepis xylorrhiza,Crepis,xylorrhiza,Asteraceae,correct,T,0,1,CR,T,1,confident,2817,1,4,4,0,absent,absent,absent,absent,0.208939152,0.38674431,0,0,0.404316538,0.048637836,0.070832958,0.282465695,0.321789201,0.27627431,0,0,0.034972436,0.047454254,0.077413744,0.240801248,0.182840678,0.332216996,0.075856731,0.008443913,0.034972436,0.08242669,2,2,0,threatened,0.65183649,0.571570075,0.716590101
405868-wcs,396708-1,Crinipes abyssinicus,Crinipes,abyssinicus,Poaceae,under,NT,1,0,VU,T,1,confident,2600,4,96322,36,1,present,present,absent,absent,0.294470617,0.242655927,0.001125501,0,0.461747955,0.027539037,0.07276672,0.267988245,0.351074841,0.280631157,0,4.31E-09,0.027029342,0.041964622,0.060761263,0.15093573,0.171352655,0.326821679,0.178452241,0.042682464,0.027029346,0.068993968,310.357858,6,0.033548492,under,0.261417245,0.193032215,0.340582741
743295-az,899575-1,Crotalaria awasensis,Crotalaria,awasensis,Fabaceae,correct,T,0,1,CR,T,1,confident,1700,1,4,4,0,absent,absent,absent,absent,0.29462982,0.097515346,0,0,0.607854834,0.027424948,0.090088648,0.207448975,0.327100758,0.347936671,0,0,8.26E-06,0.000371258,0.007121961,0.060471889,0.115582568,0.368127392,0.342553156,0.105763521,8.26E-06,0.000379513,2,2,0,threatened,0.699334838,0.634080592,0.762950953
743627-az,488108-1,Crotalaria exaltata,Crotalaria,exaltata,Fabaceae,over,T,2,0,LC,NT,0,confident,3200,4,8,8,0,absent,absent,absent,absent,0.208707917,0.513354609,0.007092339,0,0.270845134,0.026038628,0.073393263,0.55337548,0.245374014,0.101818616,0.000165282,0.001402189,0.078158021,0.157976758,0.172150059,0.16900029,0.144763291,0.152282222,0.095309191,0.028792698,0.079725491,0.237702249,2.828427125,2.828427125,0.084216027,over,0.661960246,0.566001232,0.756711833
743638-az,488117-1,Crotalaria fallax,Crotalaria,fallax,Fabaceae,correct,T,0,1,EN,T,1,confident,1675,2,1610,16,0,absent,absent,absent,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,40.1248053,4,0.174084846,threatened,0.541711145,0.44917585,0.628430168
743707-az,899600-1,Crotalaria gillettii,Crotalaria,gillettii,Fabaceae,over,T,2,0,NT,NT,0,confident,2250,5,88460,76,1,present,absent,absent,present,0.226244099,0.572979837,0.00638123,0.001815611,0.192579224,0.027450553,0.083616285,0.585828148,0.251708878,0.051396136,0.002036931,0.010229652,0.090908118,0.172602431,0.188249761,0.211208855,0.160604562,0.123584944,0.034194671,0.006380075,0.103174702,0.275777132,297.4222588,8.717797887,0.079882602,over,0.63677554,0.562301241,0.710918867
743862-az,899614-1,Crotalaria jijigensis,Crotalaria,jijigensis,Fabaceae,correct,T,0,1,EN,T,1,confident,1812.5,1,456,36,0,absent,absent,absent,absent,0.118248011,0.838664406,0,0,0.043087583,0.00330245,0.009777301,0.739146975,0.218924185,0.028849089,0,0,0.006552016,0.259265669,0.258162185,0.213796194,0.164093624,0.07593019,0.018611192,0.003588931,0.006552016,0.265817684,21.3541565,6,0,threatened,0.699334838,0.634080592,0.762950953
744347-az,899636-1,Crotalaria polhillii,Crotalaria,polhillii,Fabaceae,correct,T,0,1,EN,T,1,confident,1650,2,96,12,1,present,absent,absent,absent,0.33797627,0.162928584,0,0,0.499095146,0.043443854,0.121509742,0.305551654,0.288597411,0.240897339,0,0,0.028025287,0.071609074,0.061763406,0.111761558,0.126706779,0.293097813,0.239180628,0.067855454,0.028025287,0.099634361,9.797958971,3.464101615,0,threatened,0.699334838,0.634080592,0.762950953
744479-az,488789-1,Crotalaria rosenii,Crotalaria,rosenii,Fabaceae,over,T,2,0,LC,NT,0,low_confidence,2075,7,205625,164,1,present,present,absent,present,0.257544173,0.424290637,0.004880869,0.001719262,0.311565059,0.028219837,0.093544337,0.46766019,0.287955894,0.122619742,0.001887491,0.008637962,0.073346389,0.122140707,0.134780474,0.183958448,0.153321242,0.194128307,0.104555552,0.023243427,0.083871843,0.20601255,453.4589287,12.80624847,0.069863218,over,0.509596971,0.413599689,0.597205558
744499-az,488809-1,Crotalaria ruspoliana,Crotalaria,ruspoliana,Fabaceae,correct,T,0,1,CR,T,1,low_confidence,1800,1,6,6,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,2.449489743,2.449489743,0.148999813,threatened,0.469136021,0.382071489,0.549037507
744501-az,488811-1,Crotalaria sacculata,Crotalaria,sacculata,Fabaceae,correct,T,0,1,CR,T,1,confident,1950,1,24,24,1,present,present,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,4.898979486,4.898979486,0.148999813,threatened,0.56301846,0.478444066,0.671562306
744712-az,488990-1,Crotalaria trifoliolata,Crotalaria,trifoliolata,Fabaceae,under,NT,1,0,EN,T,1,low_confidence,1850,1,556.5,176,1,present,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,23.59025222,13.26649916,0,under,0.41104148,0.331378429,0.495577807
533812-wcs,77194036-1,Croton elkerensis,Croton,elkerensis,Euphorbiaceae,correct,T,0,1,VU,T,1,confident,1200,1,70,4,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,8.366600265,2,0,threatened,0.710059207,0.647615277,0.774709513
52463-wcs,90177-1,Cussonia ostinii,Cussonia,ostinii,Araliaceae,correct,T,0,1,VU,T,1,confident,1800,6,148532,80,1,present,present,absent,absent,0.327585147,0.31258197,0.006090622,0.002145392,0.35159687,0.032527495,0.110170888,0.348734492,0.325076117,0.183491007,0.002355686,0.010780625,0.055034085,0.087959702,0.093206511,0.172926968,0.152801066,0.252012011,0.141981073,0.030942272,0.068170396,0.156130099,385.3984951,8.94427191,0.078042437,threatened,0.534465741,0.467573037,0.617481053
235419-wcs,172525-1,Cyanotis polyrrhiza,Cyanotis,polyrrhiza,Commelinaceae,under,NT,1,0,VU,T,1,confident,2850,7,254835,64,1,present,present,absent,absent,0.199616964,0.538605056,0,0,0.26177798,0.018438684,0.048138112,0.524701763,0.269569354,0.139152087,0,1.71E-09,0.045413246,0.16742397,0.171543647,0.178577955,0.147316171,0.175825553,0.093522521,0.020376935,0.045413248,0.212837218,504.8118461,8,0,under,0.321143737,0.253759522,0.378208421
750170-az,972412-1,Cycniopsis humilis,Cycniopsis,humilis,Orobanchaceae,correct,NT,0,1,LC,NT,0,low_confidence,2200,6,142680,88,1,present,present,absent,present,0.193726031,0.461856602,0.005774225,0,0.338643142,0.030324476,0.070679906,0.490087326,0.269926807,0.138981485,0.000134564,0.001141592,0.0614239,0.117313914,0.143503124,0.186561924,0.164294476,0.200232677,0.099015785,0.026378043,0.062700056,0.180013969,377.7300623,9.38083152,0.075988322,not_threatened,0.383805672,0.309086526,0.452153989
503417-wcs,990655-1,Cynanchum balense,Cynanchum,balense,Apocynaceae,correct,T,0,1,EN,T,1,confident,3260,1,47,12,1,present,present,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,6.8556546,3.464101615,0,threatened,0.718275489,0.649427692,0.783091366
751935-az,115097-1,Cynoglossum densefoliatum,Cynoglossum,densefoliatum,Boraginaceae,over,T,2,0,LC,NT,0,confident,2075,7,141524,106,1,present,present,absent,absent,0.175368028,0.593223844,0.004294,0,0.227114127,0.017501846,0.047015984,0.576334524,0.255864686,0.10328296,9.03E-05,0.000766232,0.04336554,0.162912314,0.18190673,0.191767606,0.16872548,0.160181083,0.071444547,0.018840149,0.044222091,0.207134405,376.196757,10.29563014,0.06552862,over,0.539261401,0.458243891,0.630569493
235843-wcs,992818-1,Cyperus bifolius,Cyperus,bifolius,Cyperaceae,correct,T,0,1,CR,T,1,confident,1875,1,4,4,0,absent,absent,absent,absent,0.225324886,0.491731382,0,0.015028118,0.267915614,0.046978309,0.161095321,0.62011392,0.15061821,0.021194241,0.015626998,0.074219375,0.132683186,0.157137149,0.12810074,0.251604149,0.123325566,0.10983804,0.007464798,0,0.222529558,0.379666707,2,2,0,threatened,0.592293961,0.50619082,0.683911329
235869-wcs,975697-1,Cyperus boreohemisphaericus,Cyperus,boreohemisphaericus,Cyperaceae,over,T,2,0,LC,NT,0,confident,1700,4,52510,48,1,present,absent,absent,absent,0.342436781,0.29163476,0.008948565,0,0.356979894,0.036256146,0.117280717,0.325607974,0.34186182,0.178993343,0.000182728,0.000269148,0.035291571,0.067660157,0.08520196,0.172090278,0.169688878,0.272242154,0.159139467,0.038233659,0.035743447,0.103403604,229.1506055,6.92820323,0.094596855,over,0.592293961,0.50619082,0.683911329
236057-wcs,304120-1,Cyperus clandestinus,Cyperus,clandestinus,Cyperaceae,under,NT,1,0,EN,T,1,confident,3300,4,52127,20,1,present,present,absent,absent,0.183598941,0.521280226,0.006660225,0,0.288460609,0.024895385,0.060507248,0.514376687,0.261940263,0.138280417,0.000155211,0.001316758,0.070848811,0.133997556,0.157523371,0.179694291,0.152055167,0.183158596,0.09376674,0.027483498,0.07232078,0.206318337,228.3133811,4.472135955,0.0816102,under,0.241549789,0.179116678,0.311014116
238094-wcs,305606-1,Cyperus pratensis,Cyperus,pratensis,Cyperaceae,under,NT,1,0,CR,T,1,confident,2075,2,8,8,0,absent,absent,absent,absent,0.25287025,0.238465084,0,0,0.508664666,0.037756945,0.080709928,0.243986788,0.324513699,0.31303264,0,0,0.017047324,0.02331618,0.041377204,0.148351663,0.148359413,0.350627205,0.212584184,0.058336828,0.017047324,0.040363503,2.828427125,2.828427125,0,under,0.32890006,0.251143151,0.405925576
752675-az,903997-1,Cyphostemma burgeri,Cyphostemma,burgeri,Vitaceae,correct,T,0,1,EN,T,1,confident,1650,2,1628,20,1,present,absent,absent,present,0.154481699,0.753249043,0.001095988,0,0.09117327,0.00578994,0.021632878,0.696490999,0.241915305,0.034170879,0,0,0.005601089,0.222511511,0.232627717,0.215331242,0.192950672,0.107263903,0.020176453,0.003537411,0.005601089,0.228112601,40.348482,4.472135955,0.03310571,threatened,0.666812763,0.578394299,0.758508223
754435-az,899673-1,Cystostemon ethiopicus,Cystostemon,ethiopicus,Boraginaceae,correct,T,0,1,VU,T,1,confident,1575,1,5417,36,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,73.60027174,6,0.148999813,threatened,0.717240505,0.639284361,0.785060221
1039654-az,993602-1,Dicoma aethiopica,Dicoma,aethiopica,Asteraceae,correct,T,0,1,EN,T,1,confident,1450,2,1668,16,1,present,absent,absent,present,0.139760524,0.700260071,0.010875155,0,0.14910425,0.016748028,0.047709543,0.685659423,0.222302135,0.027580871,0.000253437,0.002150069,0.104897136,0.204042376,0.231026589,0.199529505,0.154394028,0.07717592,0.018573002,0.007957937,0.107300642,0.311343019,40.84115571,4,0.104284009,threatened,0.725334743,0.656145692,0.793723034
604181-az,77074687-1,Diplolophium boranense,Diplolophium,boranense,Apiaceae,correct,T,0,1,CR,T,1,confident,1575,1,4,4,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,2,2,0.148999813,threatened,0.661385066,0.593089889,0.744188249
241247-wcs,20010875-1,Disa facula,Disa,facula,Orchidaceae,correct,T,0,1,EN,T,1,confident,1620,2,1883,12,0,absent,absent,absent,absent,0.376122487,0.336354569,0,0,0.287522944,0.014218971,0.067371474,0.266382584,0.422888534,0.229138437,0,8.26E-09,0.046249744,0.087763178,0.105097069,0.178796745,0.169551785,0.271214449,0.126383049,0.014943971,0.046249752,0.134012931,43.39354791,3.464101615,0,threatened,0.852159081,0.793670644,0.907255617
63139-wcs,630328-1,Disperis crassicaulis,Disperis,crassicaulis,Orchidaceae,correct,T,0,1,VU,T,1,confident,2250,5,171852,36,0,absent,absent,absent,absent,0.179330188,0.576949949,0.004972956,0,0.238746907,0.024961671,0.055758456,0.551317088,0.254781585,0.113181201,0.000115891,0.000983177,0.023615994,0.154240513,0.171071484,0.199735908,0.171804948,0.17702068,0.079157816,0.02225359,0.024715062,0.178955574,414.5503588,6,0.070519192,threatened,0.587866922,0.450766363,0.69074775
63153-wcs,630340-1,Disperis galerita,Disperis,galerita,Orchidaceae,correct,T,0,1,VU,T,1,confident,2900,4,104044,40,1,present,present,absent,absent,0.230995671,0.450167884,0.009415383,0,0.309421062,0.028063929,0.069296876,0.429771074,0.289533671,0.183334449,0.000219459,0.001861817,0.054589256,0.108849762,0.134083175,0.190658101,0.166409582,0.229197465,0.095296482,0.018834901,0.056670532,0.165520294,322.5585218,6.32455532,0.097032898,threatened,0.654750154,0.557296025,0.751817734
63178-wcs,630364-1,Disperis meirax,Disperis,meirax,Orchidaceae,correct,T,0,1,EN,T,1,confident,3150,2,22520,12,1,present,present,absent,absent,0.222353057,0.306684816,0,0,0.470962126,0.042078926,0.077548053,0.288124744,0.317669344,0.274578932,0,0,0.026277077,0.035658834,0.068033957,0.215147739,0.182429978,0.336126934,0.119747267,0.016578214,0.026277077,0.061935911,150.0666519,3.464101615,0,threatened,0.654750154,0.557296025,0.751817734
774803-az,822893-1,Dombeya aethiopica,Dombeya,aethiopica,Malvaceae,over,T,2,0,LC,NT,0,confident,1950,5,63867,52,1,present,present,absent,absent,0.276271519,0.390195756,0.013682789,0,0.319849936,0.031071755,0.095552768,0.423541019,0.286560312,0.163274146,0.000301237,0.001680364,0.05508871,0.109853052,0.123753208,0.16162055,0.153159611,0.222751323,0.135989067,0.035802878,0.057070311,0.166923363,252.7192118,7.211102551,0.116973455,over,0.75511941,0.662471698,0.840302953
775010-az,1001910-1,Dombeya kefaensis,Dombeya,kefaensis,Malvaceae,correct,T,0,1,VU,T,1,confident,1950,1,8,8,0,absent,absent,absent,absent,0.405290822,0.26451159,0,0,0.330197588,0.0683656,0.170393761,0.458176936,0.228695029,0.074368674,0,0,0.071534131,0.182237318,0.146618437,0.191411473,0.14398204,0.17658118,0.078649021,0.0089864,0.071534131,0.253771449,2.828427125,2.828427125,0,threatened,0.766302279,0.696050481,0.840302953
775044-az,958279-1,Dombeya longebracteolata,Dombeya,longebracteolata,Malvaceae,correct,T,0,1,VU,T,1,confident,1900,3,18552,20,1,present,absent,absent,absent,0.246534688,0.54300303,0.022922996,0,0.187539286,0.039763802,0.113650855,0.566427072,0.237072058,0.043086213,0.000504552,0.002814496,0.071984275,0.151133621,0.176145859,0.214450751,0.179728872,0.148107781,0.043429323,0.011700471,0.075303322,0.226436943,136.2057268,4.472135955,0.151403421,threatened,0.766302279,0.696050481,0.840302953
775887-az,583129-1,Dorstenia soerensenii,Dorstenia,soerensenii,Moraceae,correct,T,0,1,EN,T,1,confident,2000,1,4761,64,1,present,absent,absent,absent,0.405290822,0.26451159,0,0,0.330197588,0.0683656,0.170393761,0.458176936,0.228695029,0.074368674,0,0,0.071534131,0.182237318,0.146618437,0.191411473,0.14398204,0.17658118,0.078649021,0.0089864,0.071534131,0.253771449,69,8,0,threatened,0.63053488,0.545406861,0.721836242
304982-wcs,976138-1,Drimia exigua,Drimia,exigua,Asparagaceae,correct,T,0,1,EN,T,1,confident,1500,2,4372,12,0,absent,absent,absent,absent,0.33797627,0.162928584,0,0,0.499095146,0.043443854,0.121509742,0.305551654,0.288597411,0.240897339,0,0,0.028025287,0.071609074,0.061763406,0.111761558,0.126706779,0.293097813,0.239180628,0.067855454,0.028025287,0.099634361,66.12110102,3.464101615,0,threatened,0.690995721,0.629073884,0.748570242
305056-wcs,988679-1,Drimia simensis,Drimia,simensis,Asparagaceae,under,NT,1,0,EN,T,1,low_confidence,3075,2,4870,12,1,present,present,absent,absent,0.25287025,0.238465084,0,0,0.508664666,0.037756945,0.080709928,0.243986788,0.324513699,0.31303264,0,0,0.017047324,0.02331618,0.041377204,0.148351663,0.148359413,0.350627205,0.212584184,0.058336828,0.017047324,0.040363503,69.78538529,3.464101615,0,under,0.36622353,0.268367627,0.44673412
505126-wcs,97304-1,Echidnopsis montana,Echidnopsis,montana,Apocynaceae,correct,T,0,1,VU,T,1,confident,1650,2,18438.5,32,1,present,absent,present,absent,0.164393929,0.644761168,0,0,0.190844903,0.00961568,0.030796022,0.599993394,0.247235665,0.112359239,0,0,0.004840003,0.191532378,0.192483747,0.173682699,0.151401911,0.152376328,0.103362558,0.030320374,0.004840003,0.196372382,135.7884384,5.656854249,0,threatened,0.644378893,0.585806539,0.717048802
1040306-az,940178-1,Echinops buhaitensis,Echinops,buhaitensis,Asteraceae,correct,T,0,1,EN,T,1,confident,3575,1,12,12,1,present,present,absent,absent,0.208939152,0.38674431,0,0,0.404316538,0.048637836,0.070832958,0.282465695,0.321789201,0.27627431,0,0,0.034972436,0.047454254,0.077413744,0.240801248,0.182840678,0.332216996,0.075856731,0.008443913,0.034972436,0.08242669,3.464101615,3.464101615,0,threatened,0.7253249,0.656145692,0.793723034
1040352-az,202476-1,Echinops ellenbeckii,Echinops,ellenbeckii,Asteraceae,correct,T,0,1,VU,T,1,confident,2575,4,127963,116,1,present,present,absent,present,0.172660398,0.620607367,0.005936165,0,0.20079607,0.0151015,0.046798696,0.599197667,0.23992735,0.098974787,0.000138338,0.001173608,0.022302803,0.174954302,0.188466633,0.181583403,0.161111052,0.151545042,0.091618859,0.027105961,0.023614748,0.19856905,357.7191636,10.77032961,0.077046513,threatened,0.567593314,0.494852057,0.63691669
1040438-az,940177-1,Echinops kebericho,Echinops,kebericho,Asteraceae,over,T,2,0,NT,NT,0,confident,2450,7,82182,68,1,present,absent,absent,absent,0.291539728,0.373600292,0.005931913,0,0.328928066,0.030806947,0.086220257,0.387344792,0.316908658,0.178719345,0.000124797,0.001058732,0.04221848,0.090841312,0.112894308,0.181801743,0.178003591,0.248560784,0.117274758,0.027221494,0.043402009,0.134243321,286.6740309,8.246211251,0.077018916,over,0.7253249,0.656145692,0.793723034
1040470-az,202571-1,Echinops longisetus,Echinops,longisetus,Asteraceae,correct,NT,0,1,LC,NT,0,low_confidence,2900,11,247730,180,1,present,present,absent,absent,0.2165514,0.527012452,0.005297634,0,0.251138514,0.023839085,0.064270701,0.514227953,0.280354621,0.11730764,0.000116636,0.000650619,0.046816361,0.148950154,0.165030139,0.195399287,0.166310843,0.180017208,0.079657885,0.01705087,0.047583615,0.196533769,497.7248236,13.41640786,0.072784846,not_threatened,0.399710365,0.291893934,0.493352607
1086190-az,77063112-1,Emilia adamagibaensis,Emilia,adamagibaensis,Asteraceae,correct,T,0,1,EN,T,1,confident,1850,1,8,8,1,present,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,2.828427125,2.828427125,0.148999813,threatened,0.741528696,0.684678701,0.792313375
1086194-az,77063115-1,Emilia arvensis,Emilia,arvensis,Asteraceae,over,T,2,0,LC,NT,0,confident,2800,3,49897,3770,1,present,absent,absent,absent,0.175134309,0.628483796,0.006279147,0,0.190102748,0.01303482,0.044597909,0.580162447,0.257580257,0.104624567,0.000128198,0.000188827,0.012827892,0.175889766,0.183430722,0.183054584,0.159336487,0.161498388,0.096555235,0.027089901,0.013144917,0.189034683,223.376364,61.40032573,0.079241068,over,0.741528696,0.684678701,0.792313375
1086252-az,77063111-1,Emilia herbacea,Emilia,herbacea,Asteraceae,over,T,2,0,LC,NT,0,confident,1475,4,111033,84,1,present,present,absent,present,0.160699752,0.709375701,0.004897609,0,0.125026938,0.01498612,0.043967965,0.670875507,0.235555553,0.034614855,1.00E-04,0.000147285,0.057382507,0.225834002,0.230504214,0.207823052,0.156652027,0.09333935,0.025114567,0.003103002,0.057629786,0.283463788,333.2161461,9.16515139,0.06998292,over,0.741528696,0.684678701,0.792313375
1086302-az,77063113-1,Emilia negellensis,Emilia,negellensis,Asteraceae,correct,T,0,1,EN,T,1,confident,1600,1,150,16,0,absent,absent,absent,absent,0.174789642,0.675266597,0.022200944,0,0.127742817,0.027529804,0.076756648,0.658514077,0.207759216,0.029440255,0.000517376,0.004389231,0.071158313,0.169432092,0.20929314,0.210743404,0.181507803,0.108523285,0.028394992,0.016040364,0.07606492,0.245497012,12.24744871,4,0.148999813,threatened,0.741528696,0.684678701,0.792313375
1086326-az,77063114-1,Emilia serpentina,Emilia,serpentina,Asteraceae,over,T,2,0,LC,NT,0,confident,2000,8,235150,128,1,present,absent,absent,present,0.224211114,0.546523899,0.007170935,0.001128645,0.220965407,0.027698905,0.079912394,0.546702882,0.262023913,0.083661906,0.001331515,0.006454779,0.037504101,0.153680628,0.167037361,0.205594461,0.172818504,0.165993606,0.0716106,0.017974444,0.045290395,0.198971023,484.9226742,11.3137085,0.084681371,over,0.741528696,0.684678701,0.792313375
67372-wcs,938352-1,Endostemon glandulosus,Endostemon,glandulosus,Lamiaceae,correct,T,0,1,EN,T,1,confident,1670,1,8,8,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,2.828427125,2.828427125,0,threatened,0.713927534,0.648856999,0.778680104
534204-wcs,77201368-1,Equilabium spananthum,Equilabium,spananthum,Lamiaceae,correct,T,0,1,VU,T,1,confident,1200,1,4,4,0,absent,absent,absent,absent,0.106125158,0.724259096,0,0,0.169615747,0.006419927,0.019884681,0.711662548,0.236233117,0.025799727,0,0,0.137293545,0.237275573,0.251895299,0.18876179,0.128359068,0.047075816,0.009141814,0.000197096,0.137293545,0.374569119,2,2,0,threatened,0.743492061,0.677901816,0.804951689
412212-wcs,958603-1,Eragrostis astrepta,Eragrostis,astrepta,Poaceae,correct,T,0,1,EN,T,1,confident,1545,2,5794,16,0,absent,absent,absent,absent,0.195405981,0.632693469,0.030305534,0,0.141595017,0.03053993,0.095351681,0.601336953,0.239773588,0.032997848,0.000667006,0.003720697,0.07212921,0.14111896,0.185652997,0.221868858,0.191238513,0.138940014,0.032089407,0.012574339,0.076516913,0.217635874,76.11832894,4,0.174084846,threatened,0.661420957,0.591895243,0.738977336
243430-wcs,994708-1,Eriocaulon aethiopicum,Eriocaulon,aethiopicum,Eriocaulaceae,correct,T,0,1,VU,T,1,confident,2400,1,4,4,1,present,present,absent,absent,0.26288942,0.06474777,0,0,0.67236281,0.022254869,0.097844176,0.305229004,0.305217233,0.269454718,0,0,0,1.35E-05,0.039688562,0.137623714,0.181188858,0.347942632,0.252382961,0.041159795,0,1.35E-05,2,2,0,threatened,0.625146963,0.552226795,0.714828361
800795-az,494368-1,Erythrina brucei,Erythrina,brucei,Fabaceae,correct,NT,0,1,LC,NT,0,low_confidence,2000,7,254893,116,1,present,present,absent,present,0.195402641,0.593181099,0.006867656,0,0.204548604,0.017785599,0.054598954,0.57595932,0.255932963,0.095723164,0.000151194,0.000843392,0.054213022,0.180354988,0.189584078,0.183147222,0.152237341,0.144478996,0.075836793,0.019152974,0.055207608,0.235562596,504.86929,10.77032961,0.082871323,not_threatened,0.356997435,0.263015833,0.464285697
800798-az,494371-1,Erythrina burana,Erythrina,burana,Fabaceae,over,T,2,0,LC,NT,0,low_confidence,1725,3,7553,80,0,absent,absent,absent,absent,0.147410304,0.667932464,0,0,0.184657231,0.008684198,0.027615638,0.632542163,0.244028697,0.087129303,0,0,0.043446296,0.204865168,0.209800458,0.178077808,0.144685604,0.121684341,0.075899996,0.021540329,0.043446296,0.248311463,86.90799733,8.94427191,0,over,0.526847799,0.42199977,0.662393688
